destination,hotel_name,rating,review_count,price,distance
labuan bajo,Plataran Phinisi Komodo,,,,
labuan bajo,Nyaman Boat,,,,
labuan bajo,Plataran Phinisi Malayeka,,,,
labuan bajo,Cave One Bedroom Near the Beach LA1,,,,
labuan bajo,Villa Nautilus,4.9,7,,
labuan bajo,Perjuangan Boat 2,,,,
labuan bajo,Komodo live a board Cruise - Double Room,,,,
labuan bajo,Family labuan bajo - Twin Room,,,,
labuan bajo,Kamma Sail - Mobile Home,,,,
labuan bajo,Cruise on gorgeous Indonesian Phinisi Boat,,,,
labuan bajo,Open Trip Labuan Bajo 2D1N - Double Room,2.5,1,,
labuan bajo,Open trip Komodo 3 Days 2 Night depart every monday to wednesday - Double Room,1.0,1,,
labuan bajo,Homie Suite Bajo,,,,
labuan bajo,Helena Liveaboard,,,,
labuan bajo,Lako trip - Agen Perjalanan Wisata Labuan bajo - Mobile Home,,,,
labuan bajo,Mmb Komodo Tour - Mobile Home,,,,
labuan bajo,Royal Fortuna,,,,
labuan bajo,Love Komodo Apartment 2,,,,
labuan bajo,Plataran Phinisi Waecicu,,,,
labuan bajo,KLM Presley Jalasena ll - Mobile Home,,,,
labuan bajo,Komodo Tour 1-6 Pax 2 Days 1Night - Mobile Home,,,,
labuan bajo,Kelana Boat,,,,
labuan bajo,Snorkeling trip and komodo tour - Double Room,3.5,1,,
labuan bajo,Situju 7 Cruises - Lombok Cabinette,5.0,7,,
labuan bajo,Phinisi Fortune Komodo Journey 5 Pax,,,,
labuan bajo,Shared Boat Komodo 3 days 2 Night - Double Room,,,,
labuan bajo,Luxury Phinisi Yacht,,,,
labuan bajo,Tour komodo - Caravan,,,,
labuan bajo,Exploring komodo island - Double Room with Private Bathroom,,,,
labuan bajo,Share/Open trip komodo 2Days 1 Night - Double Room,,,,
labuan bajo,Thalassa Pinisi 1 - Mobile Home,,,,
labuan bajo,KLM Senayla - Mobile Home,,,,
labuan bajo,familykomodocruise - Mobile Home,,,,
labuan bajo,Phinisi Semi Deluxe Komodo - Mobile Home,,,,
labuan bajo,Komodo Pirate Boat - Phinisi Liveaboard,,,,
labuan bajo,"Plataran Phinisi Felicia, a Luxury Private Cruise - Special Offer - Liveaboard Experience Package at Cabin - Private with Seaview",5.0,2,,
labuan bajo,Sayang Katanya Boat Trip - Standard Double Room,4.3,8,,
labuan bajo,"Cosy liveaboard with AC for small groups, Komodo National Park",,,,
labuan bajo,Komodo Sea Dragon - Mobile Home,,,,
labuan bajo,Phinisi Fortune Komodo Journey 10 Pax,,,,
labuan bajo,Sumba Ocean Phinisi,,,,
labuan bajo,Sharing Trips 3D2N Phinisi Boat - Double Room,4.5,7,,
labuan bajo,Ara Vista Phinisi,,,,
labuan bajo,Samara II Liveaboard,,,,
labuan bajo,XPirates Dive Camp,,,,
labuan bajo,Ara Vista - Mobile Home,3.5,1,,
labuan bajo,Samara I Liveaboard,,,,
labuan bajo,FLORESTA PHINISI BOAT - Mobile Home,,,,
labuan bajo,LBJ Boat Charter - Double Room,,,,
labuan bajo,Phinisi Hena Komodo Journey 8 Persons,,,,
labuan bajo,Komodo Pirate Boat - Phinisi Liveaboard - Twin Room,,,,
labuan bajo,Traditional Phinisi Medium,,,,
labuan bajo,Phinisi Floresta Komodo - Mobile Home,,,,
labuan bajo,Komodo Indah's Phinisi Pirate Boat Liveaboard Charters - Deluxe King Room,,,,
labuan bajo,Komodo trip - Mobile Home,,,,
labuan bajo,Stay on Authentic Pirate Boat,,,,
labuan bajo,Komodo Liveaboard 3 Days 2 Night - Double Room,2.5,2,,
labuan bajo,Leticia Liveaboard - Mobile Home,,,,
labuan bajo,Kos Mama Ros - Standard Double Room,,,,
labuan bajo,Liveaboard 3 days 2 Night Depart every Friday - Double Room with Private Bathroom,,,,
labuan bajo,Komodo Trip - I Liveaboard,,,,
labuan bajo,Manta Manta Guesthouse - Superior Double Room With Ac,5.0,8,Rp 313.555,
labuan bajo,Manta Manta Guesthouse - Double Room with Patio,5.0,8,Rp 313.555,
labuan bajo,Triple 8 Suites,4.0,230,Rp 1.086.329,
labuan bajo,Manta Manta Guesthouse - Standard Triple Room with AC,5.0,8,Rp 333.958,
labuan bajo,Waecicu Eden Beach Hotel - King Room with Sea View,4.5,16,Rp 1.594.980,
labuan bajo,Waecicu Eden Beach Hotel - Superior Double Room,4.5,8,Rp 1.594.980,
labuan bajo,Waecicu Eden Beach Hotel - Deluxe Double Room,4.5,8,Rp 2.159.451,
labuan bajo,Escape Bajo - Private Room Standard,5.0,8,,
labuan bajo,Triple 8 Suites - Junior Suite,5.0,8,,
labuan bajo,Escape Bajo - Private Room with Balcony,5.0,8,,
labuan bajo,Escape Bajo - Double Room,5.0,8,,
labuan bajo,Fullday trip to komodo national Park with speed boat - Double Room,,,,
labuan bajo,Komodo liveabord 3 Days 2 Night Depart every Friday-Sunday - Deluxe Room (2 Adults + 1 Child),,,,
labuan bajo,Fullday Trip by speedboat - Mobile Home,,,,
labuan bajo,Phinisi sailing Komodo 3 days 2 night - Double Room with Private Bathroom,,,,
labuan bajo,Sharing Daily Trip by Speed Boat - Double Room,,,,
labuan bajo,Share trip Komodo 3 Days 2 Night - Double Room,,,,
labuan bajo,Laislabonita,,,,
labuan bajo,sharing trip 3Days 2 Night - One-Bedroom Apartment,,,,
labuan bajo,Phinisi Boat Segara Private Charter,,,,
labuan bajo,"Plataran Phinisi Ambasi, a Luxury Private Cruise - Special Offer - Liveaboard Experience Package at Cabin - Private with Seaview",,,,
labuan bajo,Flores One Love Homestay & Tours,,,,
labuan bajo,Regina Liveaboard,,,,
labuan bajo,Paradise Garage Komodo Villa - Villa with Sea View (Room based on number guests booking),5.0,8,Rp 12.081.724,
labuan bajo,39 Meter Traditional Phinisi Boat,,,Rp 78.979.440,
labuan bajo,Phinisi Shared Boat Komodo - Double Room,,,Rp 20.070.404,
labuan bajo,Buat perjalanan 2hari 1malam yang tidak terlupakan,,,Rp 15.189.178,
labuan bajo,Labuan Bajo Boat Charter - Mobile Home,,,Rp 21.848.114,
likupang,Paradise Hotel Golf & Resort,4.2,485,Rp 741.193,
likupang,Bastianos Bangka Dive Resort,4.6,82,,
likupang,Gangga Island Resort & Spa,4.5,221,Rp 5.756.747,
likupang,Urbanest Inn Castle Resort,4.1,7,,
likupang,Lihaga Beach Club,4.6,69,,
likupang,Kinaari Resort,4.4,410,,
likupang,La Merry Resort,4.3,264,,
likupang,The Pulisan,5.0,24,,
likupang,SunMoon Private Resort & Villas,4.6,133,Rp 2.781.818,
likupang,Pondok Wisata Noah,5.0,1,Rp 1.431.581,
likupang,Coral Eye,4.9,178,,
likupang,Murex Resorts Bangka,4.7,191,,
likupang,Kalinaun Resort,4.4,65,,
likupang,Ethan Homestay,,,,
likupang,Matthew homestay,,,,
likupang,Asoka Homestay,5.0,1,,
likupang,Airy Tarabitan Minahasa Utara,,,,
likupang,Mawar Homestay,4.9,7,,
likupang,Pondok Wisata Noah - Double Room with Private Bathroom,5.0,8,Rp 1.711.311,
likupang,Miracle Homestay,5.0,2,,
likupang,Sari Homestay,,,,
likupang,Dranli Homestay,5.0,5,,
likupang,Felchia Homestay,5.0,4,,
likupang,GHIA HOMESTAY,5.0,3,,
likupang,Pondok Wisata ANGELIQ,3.7,3,,
likupang,Lenna Homestay,,,,
likupang,Kristensen,,,,
likupang,Dior Homestay,5.0,4,,
likupang,Dave Homestay,5.0,3,,
likupang,Richie Homestay,5.0,1,,
likupang,3 D Homestay,5.0,1,,
likupang,OYO Homes 91101 Homesstay Desa Wisata Marinsow Near Gereja Pantekosta Marinsow,4.4,7,Rp 48.317,
likupang,Radika Homestay,,,,
likupang,Key Home Stay,,,,
likupang,Kim Homestay,5.0,2,,
likupang,Lisa Homestay,5.0,2,,
likupang,Pondok Wisata Tasya Marawuwung - Double Room,4.0,1,Rp 652.882,
likupang,homestay noah - One-Bedroom Cottage,4.3,4,Rp 592.033,
likupang,Olivia Homestay,5.0,1,,
likupang,Maxwell Homestay Pulisan,,,,
likupang,Ade Leon,,,,
likupang,Lionel Homestay,,,,
likupang,Xiao Fei Fei Homestay,5.0,1,,
likupang,Wahyu Homestay,5.0,1,,
likupang,Glory Homestay,,,,
likupang,Homestay REIVI,5.0,1,,
likupang,Junior Homestay,4.0,1,,
likupang,Sandriko Homestay,5.0,1,,
likupang,Cahaya Homestay,,,,
likupang,Uria Homestay,,,,
likupang,Injil HS Homestay,5.0,1,,
likupang,Alfa & Omega Homestay,,,,
likupang,Anggrek Homestay,,,,
likupang,Bright Homestay,,,,
likupang,Samudra Homestay,,,,
likupang,OYO Homes 91148 Homesstay Desa Wisata Bahoi Near Ekowisata Mangrove Desa Bahoi,,,Rp 67.114,
likupang,Eifel Homestay,,,,
likupang,Aulia Homestay,,,,
likupang,Anugrah Homestay,,,,
likupang,Widia Homestay,,,,
likupang,Homesteylililulu,,,,
likupang,Anggun Homestay,,,,
likupang,Vicran Homestay,,,,
likupang,Rendy Homestay,,,,
likupang,Airin Homestay,,,,
likupang,Junaidi Homestay,,,,
likupang,Mikhaila Homestay,,,,
likupang,Brayen Homestay,,,,
likupang,Orzora Homestay,,,,
likupang,Andreano Homestay,,,,
likupang,Frinski Homestay,,,,
likupang,Rahel Homestay,,,,
likupang,Rerirey Homestay,,,,
likupang,Casabaio Likupang Paradise Resort,3.0,1,,
likupang,Lihaga Island Beach Club - Deluxe Double or Twin Room with Ocean View,5.0,8,,
likupang,Lordy Homestay,,,,
likupang,Debby Homestay,,,,
likupang,Geovani Homestay,,,,
likupang,Raeesah Homestay,,,,
likupang,Dortji Homestay,,,,
likupang,Cio Homestay,,,,
likupang,Jesica Homestay,,,,
likupang,Imanuel Homestay,,,,
likupang,Risal Homestay,,,,
likupang,Vera Homestay,,,,
likupang,Ebi Homestay,,,,
likupang,Eklesia Homestay,,,,
likupang,Ignasius Homestay,,,,
likupang,Sarah Homestay,,,,
likupang,Juandri Homestay,,,,
likupang,Homestay suciami,,,,
likupang,Vannia Homestay,,,,
likupang,Kesya Homestay,,,,
likupang,Velove Homestay,,,,
likupang,Diki Homestay,,,,
likupang,Ketlyn Homestay,,,,
likupang,Homestay Marly,,,,
likupang,Fitri Homestay,,,,
likupang,Putra Homestay,,,,
likupang,OYO 91246 Pulisan Ekowisata Homestay Near Wisata Pantai Desa Pulisan (Pulisan Beach Tour),1.0,2,Rp 39.517,
likupang,Echa Icha,,,,
likupang,Ayu Homestay,,,,
likupang,Frida Homestay,,,,
likupang,Homestay juniver,,,,
likupang,Enjelo Homestay,2.0,1,,
likupang,Ricardo Homestay,5.0,1,,
likupang,Sege Homestay,,,,
likupang,Wahyu Homestay - Standard Double Room,,,,
likupang,MAXWELL Pondok Wisata,,,,
likupang,Dave Homestay - Family Studio,,,,
likupang,SunMoon Cafe Beach Private Villas - Family Room,,,,
likupang,Jesica Homestay - One-Bedroom Bungalow,,,,
likupang,TOURISM VILLAGE CLUB - Tent,,,,
likupang,Homestay Miracle,,,,
likupang,Camping Rein apwisindo desa sarawet - Tent,,,,
likupang,Jenifer Homestay - Double Room,,,,
likupang,Likupang Homestay/Pondok Wisata - One-Bedroom Apartment,2.5,2,,
likupang,Vicran Homestay - Double Room,,,,
likupang,Fitri Homestay - Standard Double Room,,,,
likupang,Uria Homestay - Standard Double Room,,,,
likupang,Homestay Chio - Standard Double Room,,,,
likupang,Suciami homestay,,,,
likupang,Pondok Wisata Palaes jaga1 - Double Room,,,,
danau toba,Homestay Rumah Putih,,,Rp 206.889,
danau toba,Samosir Cottages,4.3,"4,017",Rp 465.859,
danau toba,Anara Villa Samosir,3.8,169,Rp 668.910,
danau toba,Samosir Villa Resort,4.3,"1,911",Rp 512.000,
danau toba,"Bobocabin Patra Parapat, Toba",4.5,121,Rp 1.110.151,
danau toba,Sibayak Guesthouse - Superior Queen Room,4.6,8,Rp 129.932,
danau toba,Taman Simalem Resort,4.6,"4,257",Rp 1.202.597,
danau toba,TOBA RETREAT MANSION AND VILLAS,4.4,57,Rp 862.531,
danau toba,"Marianna Resort & Convention Tuktuk - Samosir, Marclan Collection",4.9,"9,098",Rp 2.600.000,
danau toba,KHAS Parapat Hotel,4.4,"4,819",Rp 692.972,
danau toba,Danau Toba International Cottage Parapat,4.2,"2,159",Rp 272.750,
danau toba,Tabo Cottages,4.6,"1,437",,
danau toba,Vandu's View Guest house Restaurant - Deluxe Room,5.0,8,Rp 430.602,
danau toba,Hotel Niagara Parapat,4.5,"5,406",Rp 647.105,
danau toba,"Labersa Hotel & Convention Center Samosir, Simarmata",4.8,"1,521",Rp 964.469,
danau toba,Toba Retreat Mansion and Villas,,,Rp 1.001.646,
danau toba,Damar Toba ~ Lakeside Eatery & Stay,4.8,"6,256",Rp 1.002.225,
danau toba,TOBA RETREAT MANSION AND VILLAS - Grand Double Room,,,Rp 1.278.203,
danau toba,Pondok Berata Dapdap,4.8,105,,
danau toba,Damar Toba,5.0,24,Rp 1.218.631,
danau toba,Zoes Paradise Waterfront Hotel,4.5,544,Rp 890.000,
danau toba,Lodge A - Taman Simalem Resort,4.6,8,Rp 1.302.317,
danau toba,Patra Comfort Parapat,,,Rp 619.773,
danau toba,Hotel Tiara Bunga,4.3,472,Rp 854.070,
danau toba,Toba Village Inn,4.5,784,Rp 535.500,
danau toba,Carolina Hotel,4.2,"1,311",,
danau toba,Leokap Homestay,4.4,73,Rp 216.818,
danau toba,LOPO Hotel & Resort,4.5,325,Rp 607.180,
danau toba,Marlin Homestay,4.8,34,Rp 1.408.315,
danau toba,TOBA CREST VUE by HELOCUS,5.0,6,Rp 531.818,
danau toba,Rogate Beach Hotel,4.3,452,,
danau toba,HuB Tata - Cafe & Guesthouse,4.7,212,,
danau toba,Beta Home Stay . Bukit Beta . Tuk tuk . Samosir,4.4,33,Rp 134.317,
danau toba,SAPADIA VILLA LUMBAN SILINTONG,4.5,57,Rp 762.696,
danau toba,Tongging Beach,4.2,246,,
danau toba,D'Flo Homestay & Cafe,4.7,80,Rp 245.827,
danau toba,Reggae Guesthouse and Restaurant,4.3,159,Rp 302.672,
danau toba,Alice Villa2 - Villa,,,Rp 4.545.455,
danau toba,ARA HOME,5.0,12,,
danau toba,Simbolon Homestay Samosir,4.9,18,,
danau toba,Prima Hotel samosir,4.7,44,Rp 97.746,
danau toba,Matraville Homestay Tuk Tuk Lake Toba,4.9,68,Rp 344.666,
danau toba,Hutana Godang,5.0,3,Rp 319.819,
danau toba,sinok homestay parapat,5.0,8,Rp 300.000,
danau toba,Hotel Tuk-Tuk Timbul,4.4,363,Rp 277.959,
danau toba,The Boat Homestay,4.3,22,,
danau toba,PENGINAPAN KAREN HOME'S NBH,4.9,122,,
danau toba,Bagus Bay Guest House,4.1,323,Rp 137.033,
danau toba,Mas Cottages,3.6,570,Rp 376.603,
danau toba,Toba View Homestay,4.5,2,Rp 335.000,
danau toba,Maruba inn tuk tuk,4.6,37,Rp 261.818,
danau toba,"Labersa Hotel and Convention Center Toba, Balige",4.5,"2,305",Rp 875.728,
danau toba,TOBA BOI,4.8,27,Rp 485.009,
danau toba,Toba Sunset - Bungalow with Patio,5.0,8,Rp 708.184,
danau toba,Reggae Guest House - Superior Double Room,5.0,8,Rp 330.557,
danau toba,Aurora Homestay Parapat,4.6,5,,
danau toba,The Parapat View Hotel,4.1,"1,015",Rp 537.607,
danau toba,hotel gondang sivali,4.9,28,Rp 334.005,
danau toba,TAMA VIEW Bed & Breakfast,4.5,24,Rp 304.546,
danau toba,Sibayak Guest House (Tuktuk - Lake Toba),4.0,183,Rp 113.737,
danau toba,Alice Villa 1,5.0,10,,
danau toba,Patra Parapat Hotel,4.3,"1,395",Rp 600.292,
danau toba,Laster Jony's Guest House,4.8,22,Rp 150.514,
danau toba,Wisma PLN Parapat,4.2,78,,
danau toba,Lekjon Cottage,3.9,455,Rp 230.256,
danau toba,Ecovillage Silimalombu homestay/farmstay,4.6,183,,
danau toba,M VILLA,4.8,17,Rp 1.446.569,
danau toba,Toba Beach Hotel,4.2,523,Rp 533.671,
danau toba,Wisma Sibayak,4.0,182,,
danau toba,Unedo penginapan dan homestay,5.0,3,Rp 332.500,
danau toba,RedDoorz @ Tuktuk Danau Toba,3.3,224,Rp 100.928,
danau toba,HOMESTAY AKATAR,4.8,52,,
danau toba,RedDoorz @ Exaudi Homestay Parbaba Samosir,4.4,14,Rp 138.737,
danau toba,Damar Toba - Deluxe Room (2 Adults + 1 Child),,,Rp 1.201.067,
danau toba,Danau Toba Dreamstay,,,Rp 204.546,
danau toba,closed prop - inactive,4.6,196,Rp 150.000,
danau toba,Sharon Home's Samosir,4.3,75,,
danau toba,BLOOM HOMESTAY 💐,4.9,56,Rp 204.546,
danau toba,Hariara Guest House,4.5,83,Rp 727.273,
danau toba,Hotel 78 Parapat Mitra RedDoorz,3.6,168,Rp 84.653,
danau toba,villa borneo,4.7,10,,
danau toba,Hotel Debang Resort,3.9,994,,
danau toba,Marysca Souvenir Shop,4.5,55,,
danau toba,Talpe villa,4.9,10,,
danau toba,Anugrah Tongging Hotel,4.0,126,,
danau toba,Brussels Homestay,4.6,57,Rp 253.636,
danau toba,Matahari Guesthouse & Restaurant,4.3,59,Rp 200.000,
danau toba,Toledo Inn,4.3,516,Rp 533.688,
danau toba,the Aljulens Homestay,5.0,13,Rp 431.318,
danau toba,ASKARA TOBA,4.3,3,Rp 167.114,
danau toba,Grand Tamaro Hotel,4.2,470,Rp 402.500,
danau toba,Le Shangri-La Accomodation,4.5,36,,
danau toba,My Nasha Tigaras,3.8,401,Rp 393.205,
danau toba,Toba Living Homestay,,,Rp 223.712,
danau toba,Bobocabin Patra Parapat,5.0,2,Rp 1.718.827,
danau toba,Horas Family Home,4.9,276,Rp 1.220.361,
danau toba,Galatio Family Guest House,4.8,20,,
danau toba,Thyesza Hotel Resort,4.1,512,Rp 416.763,
danau toba,Batajaya Residence,4.9,41,,
danau toba,HOTEL & RESTO WATER BOOM ANUGERAH SOAMBATON,4.3,35,,
danau toba,Arthuro Homestay,4.9,14,Rp 371.250,
danau toba,Vany Villa Balige,4.7,205,Rp 676.000,
danau toba,TUK-TUK SARAPAN RESTAURANT & GUEST HOUSE,4.7,28,,
danau toba,Atsari Hotel,4.4,"1,695",Rp 637.570,
danau toba,Parbaba Beach Hotel,4.0,378,Rp 357.000,
danau toba,Romlan Guesthouse,4.5,456,Rp 352.917,
danau toba,Matahari guest house,4.8,12,Rp 181.818,
danau toba,Pondok Ganda,4.8,45,Rp 500.001,
danau toba,Toba sunset,4.7,92,Rp 458.333,
danau toba,Sere Nauli Hotel,4.1,"1,095",Rp 435.750,
danau toba,Vania Homestay,5.0,3,,
danau toba,Penginapan Tarian,5.0,2,Rp 286.650,
danau toba,UNIQDO INN TOMOK,4.9,21,,
danau toba,Reggae Guest House - Double Room with Lake View,5.0,8,Rp 367.962,
danau toba,Balige JJ Guesthouse 1 rumah 3 kamar tidur,,,Rp 822.009,
danau toba,Homestay Ita Pagar Batu,4.5,33,,
danau toba,Hotel Danau Toba International,4.1,176,,
danau toba,Christina Acc,5.0,1,,
danau toba,Hotel Nabasa,4.1,756,Rp 305.025,
danau toba,Marbun guesthouse,5.0,13,,
danau toba,Sibigo Cottage,4.0,326,,
danau toba,Hotel Aek Sere,4.2,96,Rp 314.091,
danau toba,Anju Cottage,3.9,492,Rp 343.613,
danau toba,Donny’s Guest House,4.4,30,Rp 328.000,
danau toba,JE TEA House - Seasoning Tea,4.5,8,,
danau toba,SADAMA Cottage,,,Rp 522.727,
danau toba,Siantar Hotel Parapat,4.0,478,Rp 359.193,
danau toba,Sopo Toba Hotel,4.1,102,,
danau toba,Lago Hotel & Resto,4.5,564,Rp 348.964,
danau toba,Oasis,4.8,68,Rp 244.470,
danau toba,JWP INN,4.5,32,Rp 182.180,
danau toba,Home Stay op lamhot,4.8,11,,
danau toba,Ramot Cottages,4.8,57,,
danau toba,Alice Villa - Two-Bedroom Villa,,,Rp 2.863.636,
danau toba,Yolanda homestay,,,Rp 2.359.182,
danau toba,Hotel Barbara,4.0,83,Rp 214.005,
danau toba,Op. Sintong Home stay,5.0,4,,
danau toba,Raja Hotel Samosir,3.6,373,Rp 282.394,
danau toba,Sanggam Beach Hotel,3.6,128,Rp 315.409,
danau toba,Marie'z villa,4.6,9,Rp 500.758,
danau toba,Mutiara Balige Hotel,4.1,725,Rp 325.944,
danau toba,Bernard Guest House,4.4,95,Rp 231.818,
danau toba,Airy Sipora Pora 4 Parapat,4.8,4,,
danau toba,Dumasari Hotel,3.7,268,Rp 554.177,
danau toba,"Agro Hall, Taman Simalem Resort",4.5,46,,
danau toba,Aman's Guesthouse,3.9,65,Rp 155.950,
danau toba,Hotel Ompu Herti,4.1,962,Rp 348.600,
danau toba,Hisar's Guest House,4.3,55,Rp 307.273,
danau toba,TONYS GUEST HOUSE,4.6,17,,
danau toba,D'POS GUEST HOUSE,4.6,15,,
danau toba,Sarah's Cottage Lake Toba Samosir,4.0,15,Rp 595.455,
danau toba,Hotel Wisata Bahari,3.9,734,,
danau toba,Senior Bakara Hotel,4.4,158,Rp 348.600,
danau toba,Juma cottages - Double Room with Lake View,5.0,8,Rp 1.264.244,
danau toba,Ruma Kaca Simanindo BedBreakfast - Bungalow,,,Rp 1.191.582,
danau toba,Merlyn Acc,,,,
danau toba,Collection O Gapura Hotel Near Parapat Penatapan Danau Toba,3.7,218,Rp 240.536,
danau toba,Elsina Acc,,,,
danau toba,Tamado Cottages,4.0,112,,
danau toba,Hotel Dio Refael,4.5,223,Rp 356.515,
danau toba,Hotel Pandu Lakeside Parapat,4.1,"1,022",Rp 331.737,
danau toba,Judita Cottage,4.1,157,Rp 387.450,
danau toba,Yolanda Homestay,4.9,12,Rp 2.354.887,
danau toba,Pandu Lake Side Hotel,4.0,2,Rp 178.500,
danau toba,Samiangel Homestay,4.8,8,,
danau toba,Gokhon Guest House,4.5,158,Rp 386.364,
danau toba,Star Beach Hotel,3.7,303,Rp 219.805,
danau toba,Sony Cottage Samosir,3.8,76,,
danau toba,Horisan,3.7,111,,
danau toba,Chantika Hotel Balige,4.8,115,,
danau toba,BLESS HOMESTAY,4.8,14,,
danau toba,Royal Toba Inn,4.0,50,Rp 217.875,
danau toba,HOTEL SILINTONG,4.0,339,,
danau toba,Danau Toba Dreamstay - One-Bedroom House,,,Rp 225.323,
danau toba,Villa Durian,4.5,23,Rp 1.598.196,
danau toba,Balige Beach Hotel,4.3,251,,
danau toba,Marina cottage,4.8,17,,
danau toba,Garoga Guest House,4.1,7,Rp 300.391,
danau toba,Lake Toba Cats Garden,4.5,39,,
danau toba,Vandu's View Guest House,4.5,89,Rp 390.909,
danau toba,Andaliman House- BATAK Style,4.6,9,Rp 412.365,
danau toba,Penginapan Ernest,5.0,4,,
danau toba,Hotel ANUGERAH Situngkir 3,4.4,85,,
danau toba,Syafitri Guest House Syariah,5.0,6,,
danau toba,Agape Hotel Haranggaol,4.2,175,Rp 470.610,
danau toba,Merlyn Guesthouse,4.1,35,,
danau toba,OYO 94772 Gapura Hotel,1.0,2,Rp 126.713,
danau toba,Pandu Lakeside - Tuk Tuk,4.2,359,Rp 161.789,
danau toba,RedDoorz near Danau Toba Parapat,4.1,298,Rp 182.724,
danau toba,Pevi homestay,,,,
danau toba,Gurning Inn,5.0,1,,
danau toba,Gemma Hotel Balige,4.4,120,Rp 564.291,
danau toba,Valencia Homestay Mitra RedDoorz,4.4,51,Rp 95.242,
danau toba,Blesshomestay Samosir,4.2,5,Rp 1.390.909,
danau toba,Tuk Tuk Timbul Bungalows - Superior Double Room,4.1,111,Rp 381.206,
danau toba,penginapan,4.5,2,,
danau toba,Hotel Toba Shanda By Helocus,2.8,6,Rp 142.818,
danau toba,Sapadia Hotel and Cottage Parapat,4.0,518,Rp 209.037,
danau toba,RedDoorz @ Pariban Homestay Parbaba,1.9,10,Rp 129.146,
danau toba,Rose’s Homestay,4.9,10,,
danau toba,Homestay Narco,,,,
danau toba,Homestay oppung Gibran Rumhorbo,,,,
danau toba,Janji Maria Cottage,3.0,6,,
danau toba,Orari Restaurant,4.1,213,,
danau toba,Ita Soposurung Hotel,4.4,172,,
danau toba,CLOSE PROP,4.1,69,,
danau toba,SITIO-TIO,3.8,409,,
danau toba,Aquino Marito Homestay,4.2,92,,
danau toba,Simangande View & Resto by Staigo,3.7,22,Rp 316.982,
danau toba,Antony Homestay near Pantai Pasir Putih Parbaba RedPartner,4.0,29,Rp 121.789,
danau toba,RedDoorz Plus @ Vantas Hotel Parbaba,3.8,251,Rp 300.815,
danau toba,OYO 1694 Pariban Homestay,4.0,105,Rp 164.021,
danau toba,Airy Nelson Purba 4 Parapat,5.0,3,,
danau toba,Hisar Guest House - Double Room with Lake View,5.0,8,Rp 342.012,
danau toba,Tobay Family Home - Two-Bedroom Apartment,4.5,3,Rp 910.241,
danau toba,Sapadia Villa Balige,4.1,54,Rp 306.428,
danau toba,Melissa Palace Hotel and Karaoke,3.6,144,Rp 180.500,
danau toba,Capital O 93393 Hermina Hotel,3.3,76,Rp 167.033,
danau toba,Airy Premier Pulau Samosir 9 Parapat,,,,
danau toba,Saulina Resort,4.2,944,,
danau toba,SAPADIA VILLA BALIGE II,4.2,20,Rp 623.643,
danau toba,MAFIR HOTEL AND RESTAURANT,2.0,22,Rp 445.000,
danau toba,VYNS GUEST HOUSE / COLLECTION,4.6,34,,
danau toba,Closed Prop,4.1,199,Rp 174.297,
danau toba,Sinaga Homestay,3.5,2,,
danau toba,J&J Guest House 1 Rumah,4.3,35,Rp 822.009,
danau toba,Parnas Homestay And Bar,4.5,15,,
danau toba,HOMESTAY CHRISTIAN,4.5,10,,
danau toba,Villa Sahala Simanjuntak,3.7,3,,
danau toba,Penginapan Nur Ulina,4.9,7,,
danau toba,Ingot Kiran Villa,5.0,3,,
danau toba,Gading home stay,4.5,11,,
danau toba,Purnama Balige Hotel,4.0,259,Rp 481.669,
danau toba,Sinok Homestay Parapat,,,Rp 360.000,
danau toba,Villa Hasian tuk-tuk - Two-Bedroom Villa,,,Rp 334.495,
danau toba,ABADI Guest House,4.0,43,Rp 249.511,
danau toba,Martha guest house,4.3,15,,
danau toba,JTS Hotel,4.0,845,,
danau toba,Ambaroba Hotel,3.3,194,,
danau toba,Roman Sinasi Hotel,3.7,121,,
danau toba,Sibayak Gh,2.0,1,,
danau toba,Tuk-tuk View Inn,3.2,85,,
danau toba,Star Hotel,3.9,156,,
danau toba,RAP Hotel Balige,4.0,244,Rp 258.329,
danau toba,GRAND TOBA HOTEL,4.2,51,Rp 261.881,
danau toba,Viona's Guest House,5.0,8,,
danau toba,Penginapan Rindu Alam Soala Gogo,3.8,20,Rp 125.174,
danau toba,Longgut Corner,4.3,4,,
danau toba,Hotel Dainang,3.6,458,,
danau toba,OYO 3202 Hans Homestay,3.4,5,,
danau toba,Family Homestay Sibolahotang,5.0,29,,
danau toba,Marroan Guest House,3.4,26,,
danau toba,PENGINAPAN Ano Victory,,,,
danau toba,Sapadia Villa Balige 2,,,Rp 638.386,
danau toba,"Melissa Palace - Deluxe Triple Room, 1 Bedroom, Terrace, Lake View",3.4,8,Rp 255.390,
danau toba,STAR HOME STAY,4.8,23,,
danau toba,OPRISS HOTEL,3.8,146,,
danau toba,MARINA HOTEL SAMOSIR,4.5,138,,
danau toba,Penginapan Marysca,4.5,11,,
danau toba,Penginapan & Villa Martua & Raymond Sirait,2.5,8,,
danau toba,OYO 3275 Hotel Harapan Isyes,4.1,15,,
danau toba,OYO 2901 Kings Guest House,4.1,30,Rp 208.636,
danau toba,Guest House Raja Deang,3.5,2,,
danau toba,Hotel Olibert Parapat Ajibata Mitra RedDoorz,4.0,85,Rp 123.836,
danau toba,Shopamen,3.6,166,,
danau toba,Home Stay Bagasan,,,,
